,股票编号,年份（年末）,交易日平均价,预增或预减,超涨或超跌,次新股,每股资本公积(元/股)+每股未分配利润(元/股),每股现金流量净额(元/股),实收资本(或股本),每股收益(期末摊薄，元/股),每股净资产(元/股),营业总收入同必增长(%),近两年送转比例,上市时间,是否高转送
21562,3081,3,-0.5128807148345106,0,1,0,-0.5696794597208262,0.15670778788088263,-0.08797778267315974,-0.5869045261169955,-0.5415953814878149,-0.008857551252558207,-0.6995228948335321,0.5740479261247887,0
21563,3081,4,-0.39386027975923243,0,1,0,-0.6154561898071739,-0.26422136207646885,-0.08797778267315974,-0.8402812021169864,-0.5815374206167646,-0.008720834080406437,-0.7290124813672999,0.7149523699557375,0
21564,3081,5,-0.48661751143178783,0,1,0,-0.6082465719757377,0.2573467201010436,-0.08797778267315974,-0.5834845357719253,-0.575246738932319,-0.009173840155199571,-0.7437572746341837,0.8558568137866863,0
21565,3081,6,-0.2704524012498065,0,1,0,-0.7158986165431256,-0.2937373739996963,-0.08797778267315974,-1.1732098274479603,-0.6691522161254286,-0.008885477830545743,-0.7437572746341837,0.9967612576176352,0
21566,3081,7,-0.516814749464608,0,1,0,-0.7086889987116896,-0.34097484689690966,-0.08797778267315974,-0.5833358405395309,-0.6628615344409831,-0.007671772425661483,-0.7437572746341837,1.137665701448584,0
21567,3082,1,-0.5170530531601392,-1,0,0,-0.41642441079796866,-0.14183067006549577,-0.10402557920286132,0.09694484766466992,-0.35292545851817736,-0.007740556156165323,-0.15396554395883078,-0.6940920683537508,0
21568,3082,2,-0.6028594803223094,-1,0,0,-0.3819977617956491,-0.25610149534256893,-0.10402557920286132,-0.0960615639832104,-0.31017913960218557,-0.00872912671572116,-0.301413476627669,-0.553187624522802,0
21569,3082,3,-0.6860436568589102,-1,0,0,-0.3668836232092649,-0.3808036822631924,-0.10402557920286132,-0.3671329726381302,-0.29090287403900494,-0.009533877192467333,-0.5963093419653455,-0.4122831806918532,0
21570,3082,4,-0.631699050074144,-1,0,0,-0.48895490343952513,-0.18752714635627557,-0.10402557920286132,-1.2471113579479576,-0.3979455178020411,-0.009310548051472915,-0.7437572746341837,-0.27137873686090436,0
21571,3082,5,-0.48944082933318034,-1,0,0,1.7604748142570323,-0.25811664475098206,-0.10402557920286132,-1.2197514351873953,1.575307428564657,-0.004464646735024234,-0.7437572746341837,-0.1304742930299555,0
21572,3082,6,-0.535272846905565,-1,0,0,-0.08452140195558905,-0.12262748158532373,-0.07725739033787735,-0.5608828604479824,-0.09212743832327017,-0.009179195429012061,-0.7437572746341837,0.010430150800993335,0
21573,3082,7,-0.5849476231132333,-1,0,0,0.001067474790295577,-0.1588409018365124,-0.07725739033787735,-0.18304827493391157,-0.4155291099802505,-0.00905665798301738,-0.0065176112899926,0.15133459463194218,0
21574,3083,1,-0.3115288443753058,-1,0,0,-0.0849557162827839,0.043088922706531356,-0.10788086067983138,0.4868237470026841,-0.08593781176628561,-0.008873122360479511,-0.44886140929650725,0.5740479261247887,0
21575,3083,2,-0.388046553922546,-1,0,0,0.06855992123639056,0.16601303661973144,-0.10788086067983138,0.3467528380871961,0.05094135837960301,-0.007145922877572477,-0.44886140929650725,0.7149523699557375,0
21576,3083,3,-0.441095944313626,-1,0,0,0.12131463484633695,0.22486725316544395,-0.10788086067983138,-0.09873807816630893,0.08883703117746815,-0.009612994251540077,-0.44886140929650725,0.8558568137866863,0
21577,3083,4,-0.22527200682459572,-1,0,0,0.15191931776934103,-1.3413187208732795,-0.10788086067983138,-0.25918023391982425,0.12435790848000033,-0.0087891632928673,-0.5963093419653455,0.9967612576176352,0
21578,3083,5,0.49559101379191317,-1,0,0,-0.3712846750581737,0.08072480136365867,-0.09462975127633962,0.5608739727350757,-0.23557519175412203,-0.008675907909219674,-0.7437572746341837,1.137665701448584,0
21579,3083,6,1.1992310513541042,-1,0,0,2.750508800242158,6.361412085485115,-0.04970448843251608,0.8810148080801348,2.969110274070134,-0.007556099129703597,-0.6995228948335321,1.2785701452795328,0
21580,3083,7,0.0777382313943616,-1,0,0,0.14659172868908307,-1.3170183897718273,-0.04970448843251608,-0.07256771726490142,0.06407852494952945,-0.00541544282566137,-0.6449671597460621,1.4194745891104816,0
21581,3084,1,-0.8514758512412071,0,1,0,-0.8707751056208444,-0.5120254702110347,-0.032313094955723765,-0.009818329194481123,-0.7902415226055401,-0.008836275479403622,-0.44886140929650725,1.137665701448584,0
21582,3084,2,-0.8550013285309124,0,1,0,-0.8060622708687969,0.3116964850279503,-0.032313094955723765,-0.11048500152546346,-0.7483541722729666,-0.008630919898843384,-0.44886140929650725,1.2785701452795328,0
21583,3084,3,-0.8605932921633754,0,1,0,-0.5926691647736789,-0.010786689418395784,-0.031630573255975625,0.6283816082421155,-0.548467130155161,-0.00533982277275602,-0.15396554395883078,1.4194745891104816,1
21584,3084,4,-0.7642955151622356,0,1,0,-0.1360889897378692,0.14568373523485795,0.0018451050929730916,0.7681551266928147,-0.14462557703924583,-0.00728189797945,2.2052013787425806,1.5603790329414307,0
21585,3084,5,-0.4308621090556211,0,1,0,-0.49978380733091915,0.38092279411696556,0.2329247175354894,0.27716346932663527,-0.4778548598418058,-0.007754241168806247,2.0575175293814723,1.7012834767723795,0
21586,3084,6,-0.6016114244173955,0,1,0,-0.43593960123326175,0.1120188862943094,0.23397576487918068,0.30957902998860587,-0.41434171223258404,-0.007992473554475146,-0.1544034643188572,1.8421879206033283,1
21587,3084,7,-0.5665191618116566,0,1,0,-0.3663914003051106,-0.3550808927558014,0.2340614501804704,0.038507621333686105,-0.3515864780793196,-0.009206750971862472,0.36190021671434675,1.983092364434277,0
21588,3085,1,-0.3692032903497244,0,0,0,0.5447131952844524,-0.22403691210870144,-0.11325053003050746,-0.2477307010254585,0.4190093963743336,-0.008609038101631496,-0.7437572746341837,-1.1168053998465974,0
21589,3085,2,-0.4886828503203275,0,0,0,0.5800084729411619,-0.34630906591917965,-0.11325053003050746,-0.42854410361700124,0.45159967498049747,-0.009210779795059743,-0.7437572746341837,-0.9759009560156485,0
21590,3085,3,-0.41857460839466565,0,0,0,0.6296071691068251,-0.001303633378804656,-0.11325053003050746,-0.3546425731170039,0.49674605317368736,-0.008524238021041804,-0.44886140929650725,-0.8349965121846997,0
21591,3085,4,-0.2148648711764668,0,0,0,0.6480220965798907,-0.41974348112576354,-0.11325053003050746,-0.11643281082123791,0.5318374461845102,-0.00873464586338588,-0.0802415776244117,-0.6940920683537508,0
21592,3085,5,0.20199068988173247,0,0,0,0.19868049366399723,-0.3301878706518747,-0.10764076263531723,-0.08000247888461946,0.13428657475304095,-0.008788971591379787,-0.3751374429620881,-0.553187624522802,0
21593,3085,6,0.2576945021651409,0,0,0,0.3907921977265628,0.3003168177804409,-0.10465505735743705,-0.037326947187437905,0.3029475824854057,-0.008417361349793234,-0.44886140929650725,-0.4122831806918532,0
21594,3085,7,-0.008438732732510118,0,0,0,0.4631489646372413,0.03858447108772557,-0.10465505735743705,0.11285523753086651,0.37699572713243396,-0.008202708247088563,-0.22768951029324996,-0.27137873686090436,0
21595,3086,1,-0.7300044360957382,1,0,0,1.1628872543252626,0.008179422660786487,-0.12464147438018539,0.7120970240801408,0.9796885073096795,-0.0074668157078736554,-0.44886140929650725,-1.2577098436775462,0
21596,3086,2,-0.6929997491925483,1,0,0,1.4472473214840356,0.509892356255405,-0.12464147438018539,1.133796703150548,1.2523099774175208,-0.0074581180258675725,-0.41937182276273965,-1.1168053998465974,1
21597,3086,3,-0.5395603939940659,1,0,0,2.9363374237046362,1.5187709806674068,-0.12346127281636061,1.3389961238547663,2.567795099140743,-0.0079666773365666,1.1067142803597358,-0.9759009560156485,0
21598,3086,4,-0.3611963634779314,1,0,0,1.0250648411620658,-0.3668161746047955,-0.1149727909515797,0.6147016468618344,0.8686541860119352,-0.007868164415700698,1.0270923967185634,-0.8349965121846997,0
21599,3086,5,0.33149219096759236,1,0,0,0.33467878665297535,0.3844789401318122,-0.0887433660950657,0.012337260432278594,0.2393839073124532,-0.008058731154087067,-0.5830390280251501,-0.6940920683537508,1
21600,3086,6,0.23581801031321128,1,0,0,1.7066487919733384,0.6289639786525211,-0.08097707508851426,0.7223569951153517,1.4392114356565913,-0.006977584235859313,1.3706460798369562,-0.553187624522802,0
21601,3086,7,0.13802438609278606,1,0,0,0.17765968022776157,-0.22125126439707152,-0.01471259163368148,0.3758971036364909,0.09469822857020463,-0.007319323056947908,1.407508063004166,-0.4122831806918532,0
21602,3087,1,-0.6027544476511237,0,0,0,-0.4772284166052615,-0.19226867437607115,-0.09081146044974657,-0.3570216968353137,-0.3503232889860573,-0.00865666355344084,-0.5668197554315778,0.292239038462891,0
21603,3087,2,-0.6738013373346468,0,0,0,-0.48640692605331476,-0.05920954432055802,-0.09081146044974657,-0.5635593746310809,-0.3544665492119572,-0.009888861967951254,-0.6257989284991131,0.43314348229383987,0
21604,3087,3,-0.4827446418912834,0,0,0,-0.4733774962374664,0.052868324247359724,-0.09081146044974657,-0.430923227335311,-0.32935435003790536,-0.009149073559796545,-0.6847781015666484,0.5740479261247887,0
21605,3087,4,-0.3268512142264192,0,0,0,-0.4633303581350231,-0.0015999788800418794,-0.09081146044974657,-0.5019995484198155,-0.3213204674047579,-0.008341589790873558,-0.6847781015666484,0.7149523699557375,0
21606,3087,5,0.4569722840948189,0,0,0,-0.3987622948253741,0.13483748988957558,-0.09081146044974657,-0.2056499502578544,-0.25967683965356414,-0.008869514043770982,-0.6847781015666484,0.8558568137866863,0
21607,3087,6,0.29488976236140274,0,0,0,-0.24953189200118975,-0.1217977141818595,-0.09081146044974657,0.20445150068579276,-0.1238587483460157,-0.009126072473254332,-0.5668197554315778,0.9967612576176352,0
21608,3087,7,0.19161620752205685,0,0,0,-0.20271280752957438,0.03046460435382567,-0.09081146044974657,-0.1973230172437702,-0.07767655509635099,-0.007683769228428493,-0.5668197554315778,1.137665701448584,0
21609,3088,1,-0.43052198486098303,0,0,0,1.3442569173618732,0.4807912280339097,-0.12672955446617284,0.9370729106928088,1.1509516845741645,-0.006543327803328845,2.2052013787425806,-1.2577098436775462,0
21610,3088,2,-0.13085530331401696,0,0,0,0.24112748057518363,0.6539755389569427,-0.12150935425120417,0.6420615696223969,0.1801403388384576,-0.007143291620058373,0.8781699847230369,-1.1168053998465974,0
21611,3088,3,0.9803195954163774,0,0,0,0.8067784603138847,-0.4511561042569091,-0.12141211828302087,1.9495387480660116,0.7159346246365389,-0.006835703491382567,-0.3751374429620881,-0.9759009560156485,0
21612,3088,4,0.299675350733084,0,0,0,1.1703864150414953,-0.041428814246324636,-0.12141211828302087,1.7752679356998207,1.0797836110597738,-0.008911849152916831,-0.22768951029324996,-0.8349965121846997,1
21613,3088,5,0.6585397560023005,0,0,0,0.6098313900752149,0.4517493689126618,-0.10918463232991493,-0.5370916232648847,0.5204434805632856,-0.009919339412506516,0.45057097998340595,-0.6940920683537508,0
21614,3088,6,0.2508591964268299,0,0,0,-0.2928475075667661,-0.4350349089896042,-0.09528134710757244,-1.5638322029479463,-0.288730188798594,-0.009827668997961078,0.15567511464572942,-0.553187624522802,0
21615,3088,7,-0.06835571557399515,0,0,0,-0.24197482270799764,-0.22528156321389778,-0.09503132289130625,-0.4602161881170001,-0.25525567782714653,-0.005842430061463684,-0.7216798956756785,-0.4122831806918532,0
21616,3089,1,0.6844832119873603,0,0,0,-0.6546313421201583,0.3938434579709085,-0.09719767154277952,0.3040773063900146,-0.5896976221592383,-0.007978652495617277,-0.389882236228972,-0.6940920683537508,0
21617,3089,2,0.47343744836345136,0,0,0,-0.49416667536586445,0.050734636638451694,-0.09719767154277952,0.4909872135097261,-0.4310410720455099,-0.007911321986067173,-0.49309578909715873,-0.553187624522802,0
21618,3089,3,0.37266019848912363,0,0,0,-0.37137153792361277,-0.06946309866336593,-0.09719767154277952,0.16370900700973792,-0.3104570412027034,-0.00917793390954584,-0.5963093419653455,-0.4122831806918532,0
21619,3089,4,0.29844563998867685,0,0,0,-0.23103010166268498,0.34133103515167257,-0.09719767154277952,0.25694091772100214,-0.17403261913038923,-0.008081846643129893,-0.5373301688978102,-0.27137873686090436,0
21620,3089,5,0.493200113339148,0,0,0,-0.15178221409384673,-0.3450051457137358,-0.09719767154277952,-0.023349595342367954,-0.095335938620156,-0.008607628168110426,-0.5373301688978102,-0.1304742930299555,0
21621,3089,6,0.03454970212684116,0,0,0,-0.11923759384270524,0.08036918676217401,-0.09719767154277952,-0.34765389719446893,-0.06047191964612019,-0.010506817896871821,-0.5963093419653455,0.010430150800993335,0
21622,3089,7,-0.20144639864826366,0,0,0,-0.1747140105697401,0.041547926100097804,-0.09719767154277952,-0.8307647072437473,-0.10933207377350097,-0.006554597995618988,-0.6700333082997646,0.15133459463194218,0
21623,3090,1,-0.6854585659629577,0,1,0,1.9124269201983053,1.084091399452648,-0.11483996412581135,0.11731609450269734,1.6306856384132706,-0.008862993101236028,-0.15396554395883078,-1.2577098436775462,1
21624,3090,2,-0.7795150414202472,0,1,0,2.0327609431197855,1.8970856475468456,-0.11483996412581135,0.3968631314040958,1.7529623426410486,-0.007941598453256492,1.762857580736066,-1.1168053998465974,0
21625,3090,3,-0.5829406467352586,0,1,0,0.4095835309498642,-1.2049405212039095,-0.09662691931609377,0.08504922907312104,0.32025327306309725,-0.008505142079317823,1.939795099938672,-0.9759009560156485,1
21626,3090,4,-0.5073243028595016,0,1,0,0.4546943124011796,-0.1270726641038821,-0.09662808801763442,0.028247650298475185,0.3562036346573387,-0.007954776384543347,2.573821210414676,-0.8349965121846997,0
21627,3090,5,-0.25252130787585186,0,1,0,-0.602368851414366,-0.20489299272877684,-0.043654587024236885,-0.3543451826522152,-0.5877523109556144,-0.008276516411740958,2.323159724877651,-0.6940920683537508,0
21628,3090,6,-0.3062263599032077,0,1,0,-0.5945801478133367,0.000830054230103361,-0.043654587024236885,-0.34720781149728586,-0.5395490151567301,-0.009135920364185498,-0.30141347662766904,-0.553187624522802,0
21629,3090,7,-0.3408802767846701,0,1,0,-0.6050616002429748,-0.19043133226840037,-0.04365575572577755,-0.4396962460465783,-0.5549093945307981,-0.00921642571306298,-0.3751374429620881,-0.4122831806918532,0
21630,3091,1,-0.4998788061165051,0,0,0,0.008971995545243607,0.02637503643675198,0.34706654377669194,0.4127735212702923,-0.017700336948263225,-0.00804578202780144,-0.15396554395883078,-1.398614287508495,0
21631,3091,2,-0.6643792190797083,0,0,0,0.03390163792623368,-0.3087324563622998,0.3694247720903089,-0.35835995392686293,0.0046833737843425104,-0.008281466638862088,-0.41937182276273965,-1.2577098436775462,0
21632,3091,3,-0.4967714619362733,0,0,0,0.11598704576607899,0.2293717047842497,0.3694247720903089,-0.0037218246663123403,0.0897970548883474,-0.0074409731105729675,-0.5668197554315778,-1.1168053998465974,0
21633,3091,4,-0.4920551961279042,0,0,0,0.20059147670365493,-0.22498521771266056,0.3694247720903089,0.1179108754322748,0.17387492093587725,-0.00825408115378286,-0.4783509958302749,-0.9759009560156485,0
21634,3091,5,0.2838969930778311,0,0,0,0.32411047135789844,-0.3173264758981792,0.3694247720903089,0.3576075900519844,0.29923380655121484,-0.00786693999974819,-0.44886140929650725,-0.8349965121846997,0
21635,3091,6,0.37957247050388276,0,0,0,0.5216945359431202,0.2523088465800108,0.370853744087387,0.8285253910449252,0.483836260640548,-0.006736686581122072,-0.2424343035601338,-0.6940920683537508,1
21636,3091,7,0.428083650315908,0,0,0,1.2971482900054614,2.110810023039131,0.4363059736604695,1.5786928384744758,1.1870031012958668,-0.0074528060394877475,0.8044460183886176,-0.553187624522802,0
21642,3092,6,-0.6006749356855374,-1,0,0,-0.4505615169154917,0.595891820714447,-0.12415841107671066,0.0130807365942504,-0.19396574302206623,-0.00779577855240728,-0.6847781015666484,-1.398614287508495,1
21643,3092,7,0.6537610753627232,-1,0,0,-0.23983220536050268,-0.6569384203160368,-0.12415841107671066,0.579163486319582,-0.25525567782714653,-0.007357264491678315,0.37684701364898676,-1.2577098436775462,0
21650,3093,7,1.9120725460602959,0,0,1,0.3931085408049359,-0.16488635006175173,-0.12571667979759685,0.525930593122401,0.30997091384394315,-0.00817853221594546,-0.0065176112899926,-1.2577098436775462,0
21651,3094,1,-0.5442964815224668,-1,-1,0,0.4768732973766016,2.3569545963667684,-0.12836339922002202,0.1110708947421342,0.3772231011692211,-0.008573298142048028,0.28837825404768375,-1.2577098436775462,0
21652,3094,2,-0.6605959156093714,-1,-1,0,0.200244025241899,-0.40919358128171834,-0.1276461281277981,-0.28862188993390775,0.13645925999345174,-0.008150200591266563,0.3326126338483353,-1.1168053998465974,0
21653,3094,3,-0.4268938988637471,-1,-1,0,-0.20109136737471314,-0.5880677258285061,-0.12635504016179508,-0.8035534797155793,-0.22243802518419545,-0.009281752632872616,-0.18345513049259846,-0.9759009560156485,1
21654,3094,4,-0.09696577856966951,-1,-1,0,1.7415097553028533,-0.054586554501257344,-0.12203729366809107,-0.48995523459587226,1.4599530005679557,0.009099965003902992,0.6068657886123743,-0.8349965121846997,0
21655,3094,5,0.9320385692495244,-1,-1,0,0.23959290328576144,0.08724440239087759,-0.11407797383783545,-1.342871087609926,0.1423457211680534,-0.0057910849824046725,0.6068657886123743,-0.6940920683537508,0
21656,3094,6,0.7711393960001338,-1,-1,0,1.1365967603857283,0.009779688367467496,-0.11327914903800838,0.22735056647452445,0.9475024492133596,-0.008724426937317589,-0.7437572746341837,-0.553187624522802,0
21657,3094,7,0.036912201352925444,-1,-1,0,1.4274425881639459,0.6766163352514666,-0.11250741996009413,-0.48757611087756253,1.178211305206762,-0.009562811749244053,-0.7437572746341837,-0.4122831806918532,0
21658,3095,1,-0.6957153623240047,1,1,0,0.0009806119248565324,-0.10976608683162827,-0.11194659522968882,-0.18230479877193975,-0.021287793973127724,-0.006210969987290536,-0.7437572746341837,0.7149523699557375,1
21659,3095,2,-0.7169063875152303,1,1,0,0.01678965343475272,-0.0006516732760827551,-0.10277363159684919,0.17382028281255452,0.11367132875100239,-0.00810628549082846,0.7307220520541985,0.8558568137866863,0
21660,3095,3,-0.567192385449177,1,1,0,-0.692127145701322,-0.08125764961260741,-0.06841479665899464,-0.31523833653249833,-0.6606130578549764,-0.008505343056683764,1.187810643327597,0.9967612576176352,0
21661,3095,4,-0.3176286935749248,1,1,0,-0.7432314648679278,-0.1324068831261521,-0.042593226045276135,-0.2026760456099672,-0.7079573850704424,-0.008535965823334398,-0.1613379405922727,1.137665701448584,0
21662,3095,5,-0.31030587602457493,1,1,0,-0.716738290909036,-0.10010522349129479,-0.042593226045276135,-0.35033041137756743,-0.6835525717886173,-0.008761867474612878,-0.5373301688978102,1.2785701452795328,0
21663,3095,6,-0.3360711477428577,1,1,0,-0.6684714920134373,-0.1551662176211708,-0.042593226045276135,-0.27955148075785174,-0.6395430637793633,-0.008529178972284506,-0.5609218381248243,1.4194745891104816,0
21664,3095,7,-0.44716839334157543,1,1,0,-0.5815507179974881,-0.11563372775612527,-0.04012693996048423,-0.2966514324832032,-0.5620843085805272,-0.008333603259546962,-0.5461770448579405,1.5603790329414307,0
21665,3096,1,-0.17564174400385424,0,0,0,0.6305626606266541,0.4235372771948782,-0.08775374624974581,0.6457789504322559,0.48065302412552735,-0.0050371755953229165,1.615409648067228,0.010430150800993335,0
21666,3096,2,-0.41281455401710065,0,0,0,0.6552606686998067,0.4346798680413978,-0.08775374624974581,0.7076361671083099,0.5236772446420368,-0.007500286169201717,0.5832741193853603,0.15133459463194218,1
21667,3096,3,-0.19499171677086471,0,0,0,1.1846029706850103,1.8850540201966146,-0.08062724305945439,0.8179680295449258,0.983654921062523,-0.008411100131854265,0.8781699847230369,0.292239038462891,0
21668,3096,4,0.17453166988451407,0,0,0,0.2395639489972816,-0.3075470743573509,-0.03956923379327004,0.3943353124533916,0.15040486758306612,-0.009078641814891979,0.9518939510574557,0.43314348229383987,0
21669,3096,5,1.0360026541840972,0,0,0,0.7267488069560952,0.6671925483121229,-0.024589712670410963,0.5213210409181758,0.5734468949165663,-0.0085153239018724,-0.40462702949585583,0.5740479261247887,0
21670,3096,6,0.7170522884990085,0,0,0,0.9697042415889495,0.2658814705366756,-0.024589712670410963,0.7767794501716877,0.8021599121426144,-0.008525756173144538,-0.44886140929650725,0.7149523699557375,0
21671,3096,7,0.44024395634009983,0,0,0,1.2293083920976102,-0.3503986338362533,-0.024589712670410963,0.9462920151012593,1.0196810740023599,-0.00871038016541797,0.022971975243775068,0.8558568137866863,0
21672,3097,1,-0.6776383775031584,0,0,0,2.2840552128347826,-2.321333293464776,-0.1235351035883562,0.33753373367874573,1.9633591180147953,-0.008024271265726675,4.269472436106316,-1.1168053998465974,0
21673,3097,2,-0.7201678991024035,0,0,0,0.33641604396175523,-0.5983212801713141,-0.113186407272643,-0.19018564608884084,0.2458009079062251,-0.007299200584677882,1.8218367538036013,-0.9759009560156485,0
21674,3097,3,-0.6370359300134489,0,0,0,0.3764598249291295,-0.7721575511970692,-0.11323663027351716,-0.3335278501170047,0.28584400216263584,-0.00757530329000924,-0.6405437217659969,-0.8349965121846997,0
21675,3097,4,-0.5709116617364655,0,0,0,0.43057539009761997,-0.33143252175707105,-0.1134375222770138,-0.35389909695503213,0.3384431960060725,-0.007365516931519847,-0.6700333082997646,-0.6940920683537508,0
21676,3097,5,0.057563319034433166,0,0,0,-0.7359639384595322,-0.21129405555550085,-0.07641305746875833,-0.6121827156240369,-0.704167817790656,-0.008265759484723838,-0.7083697707936625,-0.553187624522802,0
21677,3097,6,-0.3292448081581051,0,0,0,-0.8457006917974559,-0.08439891192572198,-0.07641305746875833,-1.2289705395958455,-0.7999175510599282,-0.009562505645255927,-0.733435919347365,-0.4122831806918532,0
21678,3097,7,-0.4021329615193501,0,0,0,-0.8449768345854644,-0.22166614809880367,-0.07641305746875833,-0.5988001447085444,-0.7968858972360991,-0.009255362758744671,-0.7304869606939882,-0.27137873686090436,0
21679,3098,1,-0.7009960631905355,0,0,0,-0.8117373114108111,-0.6760823396959614,-0.10582773966695876,-0.5045273673705196,-0.7139196375906398,-0.007705159404083692,-0.7437572746341837,-0.27137873686090436,0
21680,3098,2,-0.6797390913805252,0,0,0,-0.7989105616143202,0.12067217493043635,-0.10582773966695876,-0.5299542521099553,-0.6985592582165718,-0.008360382720568889,-0.6700333082997646,-0.1304742930299555,0
21681,3098,3,-0.7027639294441937,0,0,0,-0.7815090342380426,-0.11189977444053627,-0.10582773966695876,-0.4465362267367189,-0.6810514573839582,-0.010069624102839122,-0.6700333082997646,0.010430150800993335,0
21682,3098,4,-0.5523731350182846,0,0,0,-0.7421312019057006,-0.6430694508581347,-0.10582773966695876,-0.3828946672719325,-0.6407051977451645,-0.008132060065020675,-0.7437572746341837,0.15133459463194218,0
21683,3098,5,0.2968976324047302,0,0,0,-0.0691177204844081,0.560685975167465,-0.06425182787063217,-0.41991978013812836,-0.10205610459631079,-0.0052309146841316954,-0.6995228948335321,0.292239038462891,0
21684,3098,6,-0.006158005693788151,0,0,0,0.058831280307223746,-0.07888688560270962,-0.06425182787063217,0.09114573360128983,0.011908815397802102,-0.0029432109713282708,-0.6479161183994389,0.43314348229383987,0
21685,3098,7,-0.3022312726919095,0,0,0,0.4838223266117208,-0.2900034206841072,-0.05750845815858092,0.09977005708016279,0.38232638510600025,-0.007762923391014948,-0.028634801190318353,0.5740479261247887,0
21686,3099,1,-0.5520177905031093,1,0,0,1.1507843617407634,1.7627818663861363,-0.12571667979759685,0.3546336854040972,1.0002026981842573,-0.008749700614074686,0.28837825404768375,-1.2577098436775462,0
21687,3099,2,-0.6409764609483748,1,0,0,0.7027167475179747,-0.5784661315884201,-0.12415841107671066,-0.24208028219447275,0.6010602084952773,-0.009450313895668054,0.2588886675139161,-1.1168053998465974,1
21688,3099,3,-0.45057258562559566,1,0,0,0.2975883431105268,-0.64016526494601,-0.12172166836442491,-0.26155935763813404,0.23857546629276552,-0.007059400575554634,1.341469082920447,-0.9759009560156485,0
21689,3099,4,0.010996906198540686,1,0,0,-0.5088754539135335,-0.15907797823750214,-0.1115333192246193,-0.5928523354127699,-0.49177520364955496,-0.009567864011027893,0.8622633017467225,-0.8349965121846997,0
21690,3099,5,0.4245229630305675,1,0,0,-0.5772075747255387,-0.17739213021396255,-0.11165275919754682,-0.9996824912437413,-0.5369215818427447,-0.009679805311898207,-0.7363848780007418,-0.6940920683537508,0
21691,3099,6,0.3185507025196401,1,0,0,-0.5567079384819371,-0.11800449176602305,-0.11165275919754682,-0.5397681374479832,-0.5289887543370585,-0.009466092164874254,-0.7437572746341837,-0.553187624522802,0
21692,3099,7,-0.1409385915414352,1,0,0,-0.11680543361041354,-0.1104773160345976,-0.10806017775166643,-0.5488385466240392,-0.17832746204748046,-0.006501453396144926,-0.30102568856475,-0.4122831806918532,0
21693,3100,1,-0.8165932066561733,1,1,0,1.1727317124083483,1.4799497200053304,-0.11831490337338751,0.5815426100378919,1.0118745654059995,-0.008529704605395433,1.615409648067228,-1.2577098436775462,0
21694,3100,2,-0.8712102960204384,1,1,0,0.3808029682010789,-0.35033936473600585,-0.11149747771951052,-0.09130331654659088,0.30863193340508543,-0.009054877014359187,0.5832741193853603,-1.1168053998465974,0
21695,3100,3,-0.8602724578727206,1,1,0,0.43454212761933386,-0.9475940879295051,-0.11149747771951052,-0.16059529484236307,0.36148376506717433,-0.007844999455306256,-0.5963093419653455,-0.9759009560156485,1
21696,3100,4,-0.5436645378908203,1,1,0,0.701008444497675,0.07627961884510033,-0.09193761969606228,-0.014725271863495069,0.5683941385435177,-0.007617468341383908,0.8781699847230369,-0.8349965121846997,0
21697,3100,5,-0.055512801986751396,1,1,0,-0.20459483628075248,0.019203475306811185,-0.05192548471098302,-0.029892185567719852,-0.23600467604583117,-0.0064665946450121236,0.8781699847230369,-0.6940920683537508,0
21698,3100,6,0.5346056402578887,1,1,0,-0.09323664278796769,-0.140526749860052,-0.05192548471098302,0.1085430757914301,-0.13729908029832527,-0.00839922391550682,-0.7437572746341837,-0.553187624522802,0
21699,3100,7,0.1296944528784151,1,1,0,0.09377910650217722,-0.1588409018365124,-0.05192548471098302,0.5128454126716971,0.02615758836979936,-0.00880745841708699,-0.7437572746341837,-0.4122831806918532,0
21703,3101,4,-0.31325251517111946,0,0,0,-1.011463993343528,0.15166991435984986,-0.09676239862687878,-0.5604367747507993,-0.9200720976110256,-0.009100526704063343,-0.7437572746341837,1.137665701448584,0
21704,3101,5,0.042918704093855384,0,0,0,-1.0001139122595,-0.2888773077794058,-0.09676239862687878,-0.5708454410184046,-0.9101686951198503,-0.008324336656997292,-0.7437572746341837,1.2785701452795328,0
21705,3101,6,-0.03914747527374377,0,0,0,-0.9832335620758563,-0.05743147131313468,-0.09676239862687878,-0.5336716329198143,-0.8954399102924134,-0.008539252576257423,-0.7437572746341837,1.4194745891104816,0
21706,3101,7,-0.37415030839004393,0,0,0,-0.9530342391915675,-0.18136315993054133,-0.09676239862687878,-0.4652718260184084,-0.8690897858069646,-0.008284376172729034,-0.7437572746341837,1.5603790329414307,0
21712,3102,6,2.440943128979401,0,0,0,0.6015794178585111,0.6390397256945867,-0.11792533619316597,0.04817281143931957,0.512788554658117,-0.009081542072880498,-0.44886140929650725,-1.2577098436775462,0
21713,3102,7,0.6501163203424754,0,0,0,0.701153215940073,0.27026738395498645,-0.11792533619316597,0.26987740293931156,0.6202606827128622,-0.008539175277270522,-0.15396554395883078,-1.1168053998465974,0
21714,3103,1,-0.6876457133395137,1,0,0,-0.5419122970688293,-0.1531510682127577,-0.015547081230944402,-0.19598476015222094,-0.42427037850562466,-0.009255319471312005,1.1730658500607132,0.7149523699557375,0
