,股票编号,年份（年末）,交易日平均价
231119,2752,3,9.938562492774999
231131,2752,4,9.938562492774997
231143,2752,5,9.938562492774997
231155,2752,6,9.938562492774999
231167,2752,7,13.260409022815477
231179,2753,1,4.361160044229818
231191,2753,2,4.952578086193333
231203,2753,3,9.273197961494636
231215,2753,4,8.481556494388174
231227,2753,5,14.738951798331824
231239,2753,6,12.211427938360908
231251,2753,7,25.617692560841718
231263,2754,1,7.059667495114181
231275,2754,2,8.36018167302705
231287,2754,3,8.546610560472727
231299,2754,4,12.862258911413045
231311,2754,5,16.211628219707613
231323,2754,6,16.494602748338863
231335,2754,7,15.426032645553331
231347,2755,1,5.1509966134130005
231359,2755,2,5.1509966134130005
231371,2755,3,5.1509966134130005
231383,2755,4,5.1509966134130005
231395,2755,5,32.72009110359105
231407,2755,6,23.09677702362286
231419,2755,7,14.775979275400001
231431,2756,1,5.141818181818182
231443,2756,2,4.133809523809522
231455,2756,3,4.507272727272727
231467,2756,4,7.6686956521739145
231479,2756,5,11.05521739130435
231491,2756,6,7.96
231503,2756,7,7.555714285714285
231515,2757,1,10.98509889061827
231527,2757,2,12.572567704212
231539,2757,3,14.288272160129454
231551,2757,4,17.57030397339461
231563,2757,5,16.120153724728258
231575,2757,6,12.329864365952004
231587,2757,7,9.967347176197713
231599,2758,1,4.204727298363272
231611,2758,2,5.17141431889143
231623,2758,3,6.881955398163637
231635,2758,4,7.515960549271304
231647,2758,5,8.924020863618912
231659,2758,6,7.971513181684
231671,2758,7,6.419645733624192
231683,2759,1,8.15482343838
231695,2759,2,8.154823438380001
231707,2759,3,8.15482343838
231719,2759,4,12.962542184135566
231731,2759,5,20.747872730349222
231743,2759,6,25.231863634613134
231755,2759,7,21.179771003900573
231767,2760,1,14.984688202247009
231779,2760,2,14.984688202247009
231791,2760,3,14.984688202247009
231803,2760,4,14.984688202247009
231815,2760,5,14.984688202247009
231827,2760,6,14.984688202247009
231839,2760,7,62.54883038907748
231851,2761,1,5.426602729922046
231863,2761,2,5.056551603883429
231875,2761,3,8.095531047466274
231887,2761,4,9.380212861172089
231899,2761,5,15.109962734456348
231911,2761,6,18.64162545302927
231923,2761,7,23.368682012096667
231935,2762,1,23.937977705004013
231947,2762,2,23.93797770500401
231959,2762,3,23.937977705004013
231971,2762,4,23.93797770500401
231983,2762,5,23.93797770500401
231995,2762,6,23.937977705004013
232007,2762,7,25.61050158645
232019,2763,1,10.788024210651999
232031,2763,2,10.788024210651999
232043,2763,3,10.788024210651999
232055,2763,4,10.788024210651999
232067,2763,5,40.78994782778714
232079,2763,6,25.079659757641636
232091,2763,7,18.498210423392866
232103,2764,1,4.207253436720364
232115,2764,2,4.001176383877715
232127,2764,3,3.724187245842545
232139,2764,4,5.904970661866435
232151,2764,5,10.455
232163,2764,6,12.785909090909092
232175,2764,7,6.2214285714285715
232187,2765,1,6.794424152833455
232199,2765,2,4.436499552264191
232211,2765,3,4.714717976671273
232223,2765,4,4.587132473889566
232235,2765,5,7.5413177891538234
232247,2765,6,8.527078075556272
232259,2765,7,7.595026540353523
232271,2766,1,6.328363848343002
232283,2766,2,5.854817944662287
232295,2766,3,6.3197209831318615
232307,2766,4,9.138392183887044
232319,2766,5,16.330208337907433
232331,2766,6,14.845999187484823
232343,2766,7,10.824675462349669
232355,2767,1,4.205909090909092
232367,2767,2,3.403809523809524
232379,2767,3,4.330909090909092
232391,2767,4,6.819999999999997
232403,2767,5,14.972608695652172
232415,2767,6,10.24818181818182
232427,2767,7,6.098571428571428
232439,2768,1,4.58403405190109
232451,2768,2,7.6264540908350495
232463,2768,3,20.287343322330454
232475,2768,4,30.387785265986082
232487,2768,5,32.76745534982608
232499,2768,6,24.139551560453185
232511,2768,7,17.633073498078478
232523,2769,1,11.889993843617994
232535,2769,2,11.889993843617994
232547,2769,3,11.889993843617994
232559,2769,4,11.889993843617995
232571,2769,5,11.889993843617995
232583,2769,6,55.7514333685315
232595,2769,7,20.872059800349433
232607,2770,1,5.906683042734727
232619,2770,2,4.428870941640001
232631,2770,3,5.747288475822363
232643,2770,4,8.137715508427393
232655,2770,5,11.221747331169563
232667,2770,6,9.774651546462545
232679,2770,7,13.244680029860996
232691,2771,1,6.109601189173091
232703,2771,2,4.006113271322857
232715,2771,3,5.767580030432181
232727,2771,4,22.946137179828522
232739,2771,5,25.932284102270604
232751,2771,6,15.505640722083275
232763,2771,7,13.988880708320142
232775,2772,1,3.312845169075682
232787,2772,2,2.5482199654478572
232799,2772,3,4.254687828967636
232811,2772,4,4.530115969548002
232823,2772,5,11.723750133551219
232835,2772,6,10.746423677659093
232847,2772,7,8.026102985707334
232859,2773,1,7.439657423312045
232871,2773,2,5.2037031277457135
232883,2773,3,4.94207000013109
232895,2773,4,6.524182892662173
232907,2773,5,8.076377799299477
232919,2773,6,6.228939056680227
232931,2773,7,5.009374512533144
232943,2774,1,16.522406219994995
232955,2774,2,16.522406219995
232967,2774,3,16.522406219994995
232979,2774,4,16.522406219994995
232991,2774,5,16.522406219994995
233003,2774,6,16.522406219994995
233015,2774,7,22.55062406304914
233027,2775,1,10.671846241357999
233039,2775,2,10.671846241357999
233051,2775,3,10.671846241357999
233063,2775,4,10.671846241357999
233075,2775,5,10.671846241357999
233087,2775,6,13.627115448753727
233099,2775,7,14.920973845320718
233111,2776,1,5.371811407493997
233123,2776,2,5.371811407493998
233135,2776,3,5.371811407493997
233147,2776,4,9.514569980480873
233159,2776,5,11.617849159773913
233171,2776,6,12.610446507379093
233183,2776,7,7.40245432270476
233195,2777,1,10.497958280799999
233207,2777,2,10.497958280799999
233219,2777,3,10.497958280799999
233231,2777,4,10.497958280799997
233243,2777,5,10.497958280799997
233255,2777,6,36.711982823345444
233267,2777,7,21.378645560276574
233279,2778,1,10.544858889815002
233291,2778,2,10.544858889815002
233303,2778,3,10.544858889815002
233315,2778,4,10.544858889815002
233327,2778,5,19.12152262007391
233339,2778,6,19.2017755247395
233351,2778,7,14.373703598873144
233363,2779,1,5.484498716186045
233375,2779,2,3.685854253396001
233387,2779,3,6.298868806051501
233399,2779,4,10.043262915378866
233411,2779,5,14.054963527954788
233423,2779,6,9.042501488743818
233435,2779,7,7.736947168119048
233447,2780,1,7.087421203123636
233459,2780,2,5.957211972504858
233471,2780,3,7.533551768664273
233483,2780,4,11.212979541495654
233495,2780,5,13.490183411342608
233507,2780,6,10.969642311862502
233519,2780,7,7.704540205352001
233531,2781,1,4.830698968554771
233543,2781,2,2.690816269042667
233555,2781,3,7.444535117635999
233567,2781,4,9.229441958112172
233579,2781,5,19.357140262195212
233591,2781,6,12.507461205767317
233603,2781,7,8.241269631434003
233615,2782,1,1.9690673908320002
233627,2782,2,1.9690673908320002
233639,2782,3,1.9690673908320002
233651,2782,4,1.9690673908320004
233663,2782,5,38.29213860364879
233675,2782,6,17.49432418713636
233687,2782,7,9.744509890212427
233699,2783,1,6.353077984287996
233711,2783,2,6.353077984287996
233723,2783,3,6.353077984287996
233735,2783,4,6.353077984287997
233747,2783,5,6.353077984287997
233759,2783,6,20.80722750444414
233771,2783,7,8.631008863534285
233783,2784,1,4.792278047576001
233795,2784,2,4.792278047576001
233807,2784,3,4.792278047576001
233819,2784,4,4.792278047576002
233831,2784,5,4.792278047576002
233843,2784,6,14.998654549338635
233855,2784,7,13.037036868353951
233867,2785,1,3.5285068162935
233879,2785,2,3.9051373662914286
233891,2785,3,4.275811812943636
233903,2785,4,7.173659088883782
233915,2785,5,9.06047798341148
233927,2785,6,9.391978022964544
233939,2785,7,14.055058978773948
233951,2786,1,3.940569158033728
233963,2786,2,5.317115156772
233975,2786,3,5.141653955389546
233987,2786,4,4.862579072610001
233999,2786,5,5.73901188276
234011,2786,6,8.625161194676181
234023,2786,7,6.857259770193714
234035,2787,1,4.773568326754501
234047,2787,2,5.850172612406571
234059,2787,3,12.013921269622728
234071,2787,4,14.102785933863567
234083,2787,5,30.8449116779373
234095,2787,6,19.48240337546218
234107,2787,7,16.466881824775
234119,2788,1,1.9763695732000004
234131,2788,2,1.9763695732000004
234143,2788,3,1.9763695732000004
234155,2788,4,6.6268953682704375
234167,2788,5,11.84596282165174
234179,2788,6,7.793749467607091
234191,2788,7,4.305512371201332
234203,2789,1,13.681844331124006
234215,2789,2,13.681844331124006
234227,2789,3,13.681844331124006
234239,2789,4,13.681844331124006
234251,2789,5,26.516297535486952
234263,2789,6,25.854283591967725
234275,2789,7,27.522911054706427
234287,2790,1,7.685768611645091
234299,2790,2,7.022151226986857
234311,2790,3,8.342489211692046
234323,2790,4,14.116181097889871
234335,2790,5,15.11450351627252
234347,2790,6,11.989033103475457
234359,2790,7,9.060265913079048
234371,2791,1,10.373919427695997
234383,2791,2,10.373919427695999
234395,2791,3,10.373919427695997
234407,2791,4,10.373919427695997
234419,2791,5,10.373919427695997
234431,2791,6,10.373919427695997
234443,2791,7,14.497726301002476
234455,2792,1,9.576969085899007
234467,2792,2,9.576969085899005
234479,2792,3,9.576969085899007
234491,2792,4,9.576969085899007
234503,2792,5,9.576969085899007
234515,2792,6,9.576969085899007
234527,2792,7,35.37013112752533
234539,2793,1,3.3141702691155004
234551,2793,2,3.5146819211805704
234563,2793,3,3.76486065541891
234575,2793,4,5.367211268881392
234587,2793,5,5.549506686712
234599,2793,6,4.166577825982636
234611,2793,7,4.0708356520609525
234623,2794,1,9.174090909090909
234635,2794,2,6.3204761904761915
234647,2794,3,4.270000000000001
234659,2794,4,6.4747826086956515
234671,2794,5,7.598695652173913
234683,2794,6,6.36
234695,2794,7,5.08809523809524
234707,2795,1,10.738259198225997
234719,2795,2,10.738259198225997
234731,2795,3,10.738259198225997
234743,2795,4,10.738259198225995
234755,2795,5,10.738259198225995
234767,2795,6,39.44826675557673
234779,2795,7,15.604595774222622
234791,2796,1,1.6232097136439998
234803,2796,2,1.5898674073083334
234815,2796,3,4.9369478787592715
234827,2796,4,10.179185383671651
234839,2796,5,16.65368916883791
234851,2796,6,10.809451864859724
234863,2796,7,6.878271995584002
234875,2797,1,4.381308430115001
234887,2797,2,5.870127268967618
234899,2797,3,4.000837338310728
234911,2797,4,6.447972738453132
234923,2797,5,10.874411642209044
234935,2797,6,10.564363559938183
234947,2797,7,8.632009068472426
234959,2798,1,3.9405948201041814
234971,2798,2,3.91444740896838
234983,2798,3,4.694839633684091
234995,2798,4,5.209672319093478
235007,2798,5,7.91220569456087
235019,2798,6,8.4014030683375
235031,2798,7,14.753266444583335
235043,2799,1,10.879070776704
235055,2799,2,10.879070776704
235067,2799,3,10.879070776704
235079,2799,4,10.879070776704
235091,2799,5,10.879070776704
235103,2799,6,35.296200782718536
235115,2799,7,15.57441085149233
235127,2800,1,19.795825615025453
235139,2800,2,16.954323900146857
235151,2800,3,9.755623471938275
235163,2800,4,9.646757245965
235175,2800,5,12.178178744734826
235187,2800,6,17.656333282404816
235199,2800,7,45.21642273791596
235211,2801,1,4.896818181818182
235223,2801,2,3.670952380952381
235235,2801,3,3.5686363636363634
235247,2801,4,7.346086956521738
235259,2801,5,9.750434782608695
235271,2801,6,10.270000000000003
235283,2801,7,8.445238095238093
235295,2802,1,2.477392967831818
235307,2802,2,2.301061224168667
235319,2802,3,3.9811197349020016
235331,2802,4,5.538392950547655
235343,2802,5,17.25128374815965
235355,2802,6,11.680426744561773
235367,2802,7,17.011521618476568
235379,2803,1,9.243135797225996
235391,2803,2,9.243135797225998
235403,2803,3,9.243135797225996
235415,2803,4,9.243135797225996
235427,2803,5,46.679746223126
235439,2803,6,28.79231564579591
235451,2803,7,23.317510001050003
235463,2804,1,3.061035494207455
235475,2804,2,2.7686018703924757
235487,2804,3,2.892303852724909
235499,2804,4,5.735006368901913
235511,2804,5,8.45525468330139
235523,2804,6,6.87593775404618
235535,2804,7,5.642518783140572
235547,2805,1,9.735244998008
235559,2805,2,9.735244998008
235571,2805,3,9.735244998008
235583,2805,4,9.735244998008
235595,2805,5,9.735244998008
235607,2805,6,54.66768843712801
235619,2805,7,55.68422934713677
235631,2806,1,5.395645498018997
235643,2806,2,3.8101995820856667
235655,2806,3,4.929168309277546
235667,2806,4,6.583513480302044
235679,2806,5,11.604065181765007
235691,2806,6,11.021758249190457
235703,2806,7,7.974613838028096
235715,2807,1,20.716285323968005
235727,2807,2,20.716285323968005
235739,2807,3,20.716285323968005
235751,2807,4,20.716285323968005
235763,2807,5,20.716285323968005
235775,2807,6,20.716285323968005
235787,2807,7,29.981431394848762
235799,2808,1,3.1977989763111365
235811,2808,2,2.2519094511376667
235823,2808,3,7.0323928311797745
235835,2808,4,9.37547190442087
235847,2808,5,13.463781252406957
235859,2808,6,14.803889534089912
235871,2808,7,20.689186965794573
235883,2809,1,5.533841467678863
235895,2809,2,5.209260718143619
235907,2809,3,6.116698370075091
235919,2809,4,8.250746694588
235931,2809,5,14.133367920124437
235943,2809,6,15.748710054886546
235955,2809,7,10.424698874589144
235967,2810,1,3.1935666722925005
235979,2810,2,2.710260018931667
235991,2810,3,3.3322552475800005
236003,2810,4,4.4840848941182605
236015,2810,5,11.05626889994913
236027,2810,6,6.612727272727273
236039,2810,7,5.146666666666667
236051,2811,1,17.480400331403363
236063,2811,2,13.61348834680405
236075,2811,3,9.622871086729091
236087,2811,4,10.36629233554539
236099,2811,5,9.67364505310852
236111,2811,6,10.20784544156618
236123,2811,7,11.521844633365715
236135,2812,1,7.2368181818181805
236147,2812,2,6.13
236159,2812,3,5.258181818181817
236171,2812,4,10.090000000000002
236183,2812,5,16.029130434782612
236195,2812,6,11.560909090909092
236207,2812,7,9.127619047619046
236219,2813,1,10.053683517870006
236231,2813,2,10.053683517870004
236243,2813,3,10.053683517870006
236255,2813,4,23.716201250816038
236267,2813,5,35.35881006583586
236279,2813,6,56.126866399523095
236291,2813,7,27.87058955116714
236303,2814,1,1.5718029982920003
236315,2814,2,2.5998887703649993
236327,2814,3,4.131304744716818
236339,2814,4,5.202366409967132
236351,2814,5,7.5789381552389985
236363,2814,6,6.0773270054120445
236375,2814,7,5.742610189639571
236387,2815,1,3.5160657819831815
236399,2815,2,3.4883167126293815
236411,2815,3,4.072607730239454
236423,2815,4,8.430970616738785
236435,2815,5,9.53763668491965
236447,2815,6,8.647988513460229
236459,2815,7,7.640274977252572
236471,2816,1,6.532998738272997
236483,2816,2,5.781276492528572
236495,2816,3,7.370875459780906
236507,2816,4,10.90048793661374
236519,2816,5,38.979807148329094
236531,2816,6,17.075403448689272
236543,2816,7,10.76792983078371
236555,2817,1,10.780744928085996
236567,2817,2,10.780744928085996
236579,2817,3,10.780744928085996
236591,2817,4,10.780744928085996
236603,2817,5,10.780744928085996
236615,2817,6,10.780744928085996
236627,2817,7,22.35386858404
236639,2818,1,11.280060088045362
236651,2818,2,7.831984799962715
236663,2818,3,11.873816811065455
236675,2818,4,17.241913867071656
236687,2818,5,32.081030942042965
236699,2818,6,25.36573785638764
236711,2818,7,15.970575020773335
236723,2819,1,1.5359968913907271
236735,2819,2,1.4831810337319045
236747,2819,3,2.780914601977273
236759,2819,4,3.590653667115652
236771,2819,5,3.4892652179366963
236783,2819,6,3.998636709229091
236795,2819,7,3.4432643454949994
236807,2820,1,5.941536649686999
236819,2820,2,5.941536649686999
236831,2820,3,5.941536649686999
236843,2820,4,14.052858972491784
236855,2820,5,15.023895010259132
236867,2820,6,14.117227351110905
236879,2820,7,16.56172082455009
236891,2821,1,5.242481454558134
236903,2821,2,4.112432755140857
236915,2821,3,4.028821250888045
236927,2821,4,5.671749509385652
236939,2821,5,7.171777642721217
236951,2821,6,6.656817480813137
236963,2821,7,5.320891087994192
236975,2822,1,17.074545454545454
236987,2822,2,9.515714285714289
236999,2822,3,8.213181818181818
237011,2822,4,12.63521739130434
237023,2822,5,13.721304347826086
237035,2822,6,16.97863636363636
237047,2822,7,14.279999999999994
237059,2823,1,2.185824169332273
237071,2823,2,2.0307447969537145
237083,2823,3,2.1991706653459087
237095,2823,4,3.808953183585652
237107,2823,5,4.914554032995652
237119,2823,6,5.914117013875997
237131,2823,7,4.39609162471619
237143,2824,1,5.748648685679999
237155,2824,2,5.748648685679999
237167,2824,3,5.748648685679999
237179,2824,4,5.748648685679999
237191,2824,5,5.748648685679999
237203,2824,6,5.748648685679999
237215,2824,7,12.408328070571432
237227,2825,1,3.8255586269099995
237239,2825,2,3.82555862691
237251,2825,3,3.8255586269099995
237263,2825,4,3.8255586269099995
237275,2825,5,3.8255586269099995
237287,2825,6,3.8255586269099995
237299,2825,7,22.23884758861438
237311,2826,1,7.776968297188364
237323,2826,2,4.872094204969287
237335,2826,3,17.780653254442907
237347,2826,4,31.515545917997212
237359,2826,5,35.02988268569513
237371,2826,6,25.900075411973464
237383,2826,7,16.680934108584
237395,2827,1,1.674389214410909
237407,2827,2,1.2916961563790472
237419,2827,3,1.9700737564185453
237431,2827,4,3.9139214723311313
237443,2827,5,8.418590719988869
237455,2827,6,10.639090909090909
237467,2827,7,8.073809523809523
237479,2828,1,8.627893752960004
237491,2828,2,8.627893752960002
237503,2828,3,8.627893752960004
237515,2828,4,8.627893752960004
237527,2828,5,8.627893752960004
237539,2828,6,8.627893752960004
237551,2828,7,25.181808949611423
237563,2829,1,9.134541467975
237575,2829,2,9.134541467975
237587,2829,3,9.134541467975
237599,2829,4,9.134541467975
237611,2829,5,9.134541467975
237623,2829,6,9.134541467975
237635,2829,7,17.38265931156457
237647,2830,1,3.905895372993818
237659,2830,2,3.174673257171333
237671,2830,3,3.2476057626892727
237683,2830,4,4.078936915947825
237695,2830,5,5.853572557969216
237707,2830,6,4.371908728461819
237719,2830,7,4.168193664927905
237731,2831,1,5.775725841280001
237743,2831,2,5.737473958873715
237755,2831,3,5.277283100732728
237767,2831,4,7.612324718768043
237779,2831,5,11.722764049188351
237791,2831,6,11.639805545429182
237803,2831,7,8.010402086750286
237815,2832,1,11.462009814850004
237827,2832,2,11.462009814850003
237839,2832,3,11.462009814850004
237851,2832,4,11.462009814850003
237863,2832,5,11.462009814850003
237875,2832,6,11.462009814850004
237887,2832,7,24.912833224601
237899,2833,1,4.418614530659998
237911,2833,2,4.418614530659998
237923,2833,3,4.418614530659998
237935,2833,4,4.418614530659998
237947,2833,5,4.418614530659998
237959,2833,6,4.418614530659998
237971,2833,7,8.485096262241429
237983,2834,1,8.851897507880226
237995,2834,2,7.2076102456459505
238007,2834,3,11.346991663118725
238019,2834,4,12.31913043478261
238031,2834,5,16.79391304347826
238043,2834,6,11.54
238055,2834,7,8.535238095238094
238067,2835,1,2.7150568132110915
238079,2835,2,2.6755454012307625
238091,2835,3,4.795905528922182
238103,2835,4,4.595976549773997
238115,2835,5,8.39404651792
238127,2835,6,5.962995858653954
238139,2835,7,6.546297947867428
238151,2836,1,6.139545454545455
238163,2836,2,8.122857142857143
238175,2836,3,12.359090909090906
238187,2836,4,14.144782608695659
238199,2836,5,17.092608695652174
238211,2836,6,15.799545454545454
238223,2836,7,17.687619047619048
238235,2837,1,11.317498852689955
238247,2837,2,9.46344045779819
238259,2837,3,19.019514610025453
238271,2837,4,26.393521452614085
238283,2837,5,33.77133965701044
238295,2837,6,31.667720953880004
238307,2837,7,32.24433404775167
238319,2838,1,7.746363636363637
238331,2838,2,5.905714285714286
238343,2838,3,6.596363636363635
238355,2838,4,11.286521739130434
238367,2838,5,23.229999999999997
238379,2838,6,24.420000000000005
238391,2838,7,15.097619047619048
238403,2839,1,1.3127664503072725
238415,2839,2,2.152502046201905
238427,2839,3,2.651933533636546
238439,2839,4,4.300379205557218
238451,2839,5,7.226341482800001
238463,2839,6,6.499444850415818
238475,2839,7,6.114966143817143
238487,2840,1,11.079797998521002
238499,2840,2,11.079797998521002
238511,2840,3,11.079797998521002
238523,2840,4,11.079797998521002
238535,2840,5,35.634069467848164
238547,2840,6,30.48775314639028
238559,2840,7,22.48923707829281
238571,2841,1,2.699804522284091
238583,2841,2,2.7011294754011432
238595,2841,3,3.030376777545818
238607,2841,4,4.306850027645043
238619,2841,5,5.8998358492723915
238631,2841,6,4.950184397134546
238643,2841,7,5.3695094339817135
238655,2842,1,4.916092759411365
238667,2842,2,5.061953118343858
238679,2842,3,3.8401339262869087
238691,2842,4,5.947143169076175
238703,2842,5,7.026941291604003
238715,2842,6,9.200352698046544
238727,2842,7,9.800357816141522
238739,2843,1,7.962288151590001
238751,2843,2,7.96228815159
238763,2843,3,7.962288151590001
238775,2843,4,7.962288151590001
238787,2843,5,7.962288151590001
238799,2843,6,7.962288151590001
238811,2843,7,12.369394237613145
238823,2844,1,3.673410176456818
238835,2844,2,2.8429052425106667
238847,2844,3,3.0836065773659986
238859,2844,4,6.925363231344783
238871,2844,5,11.248347481038826
238883,2844,6,8.74033086641059
238895,2844,7,9.184856409403046
238907,2845,1,7.117274079787953
238919,2845,2,5.331027339498142
238931,2845,3,9.07876221192
238943,2845,4,10.925989107137044
238955,2845,5,18.137516333400523
238967,2845,6,13.196262051864865
238979,2845,7,11.430000000000001
238991,2846,1,7.617654782261363
239003,2846,2,6.464030495818287
239015,2846,3,7.273408244759502
239027,2846,4,11.507981872932866
239039,2846,5,12.330256034078786
239051,2846,6,9.67119039967568
239063,2846,7,6.492617666179287
239075,2847,1,2.4982443281356366
239087,2847,2,1.9175930973990476
239099,2847,3,2.964678322828363
239111,2847,4,6.783500127558262
239123,2847,5,23.86340225311969
239135,2847,6,16.815
239147,2847,7,8.11761904761905
239159,2848,1,4.329411077153545
239171,2848,2,3.675835513416762
239183,2848,3,5.680207772871273
239195,2848,4,5.8187914617858265
239207,2848,5,9.126805571565914
239219,2848,6,9.505540142480681
239231,2848,7,12.242325097326857
239243,2849,1,5.116047057857681
239255,2849,2,3.057166733010143
239267,2849,3,3.240287775618818
239279,2849,4,4.977054682723826
239291,2849,5,8.30327977670609
239303,2849,6,8.00224976456591
239315,2849,7,6.090476190476191
239327,2850,1,4.104783382607545
239339,2850,2,3.852115869793571
239351,2850,3,7.310473331798002
239363,2850,4,11.86737348035413
239375,2850,5,29.601830884485306
239387,2850,6,19.160725036551817
239399,2850,7,10.460704168562666
239411,2851,1,4.289623090682727
239423,2851,2,3.753267182927144
239435,2851,3,3.997696463306591
239447,2851,4,7.068024591110999
239459,2851,5,18.196544299481303
239471,2851,6,11.956111052192
239483,2851,7,9.588072731551714
239495,2852,1,8.798006848926006
239507,2852,2,8.798006848926004
239519,2852,3,8.798006848926006
239531,2852,4,8.798006848926006
239543,2852,5,35.239791620163395
239555,2852,6,39.47596566558908
239567,2852,7,23.59955552667619
239579,2853,1,2.8260796746000008
239591,2853,2,2.197003273696667
239603,2853,3,4.046482467487092
239615,2853,4,8.468901529659218
239627,2853,5,15.637552441805
239639,2853,6,9.810159991503275
239651,2853,7,5.647766257853571
239663,2854,1,3.8049150900141813
239675,2854,2,3.949402954214667
239687,2854,3,4.1835098534120005
239699,2854,4,8.014756552344394
239711,2854,5,16.045783511149565
239723,2854,6,13.854647349042411
239735,2854,7,15.397232186842619
239747,2855,1,3.449029481085546
239759,2855,2,3.95087406254419
239771,2855,3,4.873420286000591
239783,2855,4,4.840092213158478
239795,2855,5,4.263125021384043
239807,2855,6,3.594934117229364
239819,2855,7,3.2600511282371434
239831,2856,1,16.22444417290568
239843,2856,2,8.802804282642143
239855,2856,3,7.305823044550181
239867,2856,4,8.536880016441303
239879,2856,5,10.688155787857568
239891,2856,6,7.990295997584318
239903,2856,7,13.639740811496422
239915,2857,1,15.799739752665003
239927,2857,2,15.799739752665001
239939,2857,3,15.799739752665003
239951,2857,4,15.799739752665003
239963,2857,5,15.799739752665003
239975,2857,6,15.799739752665003
239987,2857,7,22.04708841065124
239999,2858,1,3.8876679453960024
240011,2858,2,3.8876679453960024
240023,2858,3,3.8876679453960024
240035,2858,4,3.8876679453960024
240047,2858,5,79.73147551190503
240059,2858,6,43.43846241591364
240071,2858,7,23.454446500767855
240083,2859,1,2.053821438869591
240095,2859,2,1.0990252316725713
240107,2859,3,2.634314551419409
240119,2859,4,4.494754444169436
240131,2859,5,12.478722490559562
240143,2859,6,10.502404216128006
240155,2859,7,8.709603523961999
240167,2860,1,17.90362451790568
240179,2860,2,7.949706831289618
240191,2860,3,6.996427043916452
240203,2860,4,9.07493631607774
240215,2860,5,22.118275440579655
240227,2860,6,15.327929453041639
240239,2860,7,10.46952380952381
240251,2861,1,14.781158953094549
240263,2861,2,11.77708209418
240275,2861,3,7.048859369438818
240287,2861,4,7.380308449637392
240299,2861,5,5.692675173367825
240311,2861,6,8.760612854554363
240323,2861,7,9.021386793140856
240335,2862,1,3.4146059933652726
240347,2862,2,2.658565743290905
240359,2862,3,3.1094119169032726
240371,2862,4,4.051507951216086
240383,2862,5,4.735098482425044
240395,2862,6,4.697005133671454
240407,2862,7,9.638535142665095
240419,2863,1,2.4008300480274545
240431,2863,2,3.0522567395870475
240443,2863,3,3.0600000108359997
240455,2863,4,5.928260869565217
240467,2863,5,15.928695652173909
240479,2863,6,14.080454545454547
240491,2863,7,10.365238095238091
240503,2864,1,9.135893618393995
240515,2864,2,9.135893618393997
240527,2864,3,9.135893618393995
240539,2864,4,9.135893618393995
240551,2864,5,9.135893618393995
240563,2864,6,9.135893618393995
240575,2864,7,21.10807632255086
240587,2865,1,4.9665254573505
240599,2865,2,4.727033028470285
240611,2865,3,6.552748140654544
240623,2865,4,11.422909587204002
240635,2865,5,12.227235048939827
240647,2865,6,11.917001989459273
240659,2865,7,9.761904761904766
240671,2866,1,5.5782409824575
240683,2866,2,3.972158656236666
240695,2866,3,4.572248690262271
240707,2866,4,7.520686318161741
240719,2866,5,6.334713987660433
240731,2866,6,6.913261975252501
240743,2866,7,8.268249182943332
240755,2867,1,19.56965156068999
240767,2867,2,15.964830780086093
240779,2867,3,12.690958483962
240791,2867,4,15.410820577799347
240803,2867,5,32.33721197622244
240815,2867,6,21.45031361725091
240827,2867,7,13.556416749927859
240839,2868,1,2.408081618341
240851,2868,2,3.043863260030476
240863,2868,3,3.8093950068354547
240875,2868,4,4.26950472626087
240887,2868,5,8.654724469096347
240899,2868,6,5.477961195506454
240911,2868,7,3.853661033316951
240923,2869,1,11.98045634029841
240935,2869,2,8.020000000000001
240947,2869,3,6.715454545454546
240959,2869,4,9.832608695652175
240971,2869,5,11.103043478260869
240983,2869,6,9.19181818181818
240995,2869,7,5.74809523809524
241007,2870,1,3.727081573003636
241019,2870,2,2.4876181752060003
241031,2870,3,4.5464628935950016
241043,2870,4,11.133228366199736
241055,2870,5,13.77813879087039
241067,2870,6,13.260860248501812
241079,2870,7,9.979357364820002
241091,2871,1,6.778715205050499
241103,2871,2,5.719242987202715
241115,2871,3,7.844905398085456
241127,2871,4,9.865509450426783
241139,2871,5,15.920950405849041
241151,2871,6,13.689849326246547
241163,2871,7,9.741505984636381
241175,2872,1,2.0526116908778183
241187,2872,2,1.8379409171743808
241199,2872,3,4.50415630848
241211,2872,4,7.8989703821984785
241223,2872,5,24.275959024275657
241235,2872,6,16.403683344443817
241247,2872,7,20.13350908798286
241259,2873,1,3.2909270672670003
241271,2873,2,2.477044899166571
241283,2873,3,6.353122593234772
241295,2873,4,9.9543220493627
241307,2873,5,11.438942962346477
241319,2873,6,7.5162590872298205
241331,2873,7,7.667737384883191
241343,2874,1,5.170989372932771
241355,2874,2,4.145128221158476
241367,2874,3,4.7298070075559995
241379,2874,4,6.574780946926697
241391,2874,5,11.361495667999913
241403,2874,6,8.07522089261468
241415,2874,7,7.445132363978334
241427,2875,1,10.43014971216791
241439,2875,2,8.67046331033038
241451,2875,3,10.09809950788791
241463,2875,4,13.211267040722957
241475,2875,5,17.257587519182824
241487,2875,6,16.24178294662309
241499,2875,7,15.880696317553243
241511,2876,1,10.159922656110005
241523,2876,2,10.159922656110004
241535,2876,3,10.159922656110005
241547,2876,4,10.159922656110005
241559,2876,5,10.159922656110005
