,股票编号,年份（年末）,每股资本公积(元/股),每股未分配利润(元/股),每股资本公积(元/股)+每股未分配利润(元/股),每股现金流量净额(元/股),实收资本(或股本),每股收益(期末摊薄，元/股),每股净资产(元/股),营业总收入同必增长(%),近两年送转比例,上市时间
20080,2869,5,0.5249,-0.9478,-0.42289999999999994,0.1196,380240380.0,0.0334,0.624,-15.7148,0.0,7
20081,2869,6,0.5326,-0.9169,-0.3843000000000001,0.0764,380240380.0,0.0309,0.6627,8.5626,0.0,8
20082,2869,7,0.5227,-1.0345,-0.5117999999999999,-0.0158,380240380.0,-0.1175,0.5352,-13.1496,0.0,9
20083,2870,1,4.0522,0.9342,4.9864,0.6679,97350000.0,0.3492,6.1124,24.9381,0.65,1
20084,2870,2,2.1576,0.6072,2.7648,-0.3327,155760000.0,0.0607,3.8497,5.0043,0.585,2
20085,2870,3,1.1051,0.43700000000000006,1.5421,-0.0422,233640000.0,0.0506,2.6037,4.0788,0.27,3
20086,2870,4,1.1266,0.4915,1.6181,0.0062,233640000.0,0.0829,2.6881,8.1302,0.275,4
20087,2870,5,0.4177,0.3841,0.8018000000000001,0.0361,350460000.0,0.0834,1.8555,19.8662,0.28,5
20088,2870,6,0.941,0.6147,1.5556999999999999,0.4649,369950000.0,0.3,2.6272,37.2622,0.065,6
20089,2870,7,1.1088,0.5648,1.6736,-0.0149,377780000.0,0.0629,2.5983,35.5539,0.1,7
20090,2871,1,0.8844,1.5865,2.4709,0.6553,531799270.0,0.4018,3.8798,6.3587,0.12,19
20091,2871,2,0.8811,1.8691,2.7502,-0.3827,531799270.0,0.4453,4.2014,10.0863,0.135,20
20092,2871,3,0.8716,2.1324,3.004,0.2574,531799270.0,0.4574,4.5103,-2.7482,0.15,21
20093,2871,4,0.8716,2.39,3.2616,-0.1849,531799270.0,0.4506,4.8223,-3.411,0.15,22
20094,2871,5,0.8716,2.3304,3.202,0.1986,531799270.0,0.0982,4.7696,-6.5557,0.105,23
20095,2871,6,2.4711,2.2204,4.6915,1.5234,646875384.0,0.3907,6.1994,-3.0732,0.09,24
20096,2871,7,2.4198,2.7296,5.1494,-0.6024,646875384.0,0.693,6.7139999999999995,0.134,0.16499999999999998,25
20097,2872,1,4.0847,0.5016,4.5863,2.3613,134000000.0,0.3037,5.7105,6.7526,0.03,1
20098,2872,2,4.0847,0.5574,4.6421,-0.1875,134000000.0,0.096,5.7765,-8.6127,0.16499999999999998,2
20099,2872,3,4.0847,0.2809,4.3656,-0.0632,134000000.0,0.0275,5.504,-16.7973,0.25,3
20100,2872,4,6.9317,0.1061,7.0378,0.9362,324854868.0,0.1176,8.1413,132.6676,1.0,4
20101,2872,5,2.2523,0.5770000000000001,2.8293,0.5817,1042397394.0,0.5769,4.0626,678.4336,1.4500000000000002,5
20102,2872,6,0.4482,0.6779999999999999,1.1261999999999999,-0.1375,2084794788.0,0.5133,2.1689,12.6934,0.6000000000000001,6
20103,2872,7,0.9183,1.3126,2.2309,0.3546,2148110844.0,0.7544,3.2665,17.9298,0.1,7
20104,2873,1,8.2031,1.5185,9.721599999999999,6.8884,80000000.0,0.9875,10.8903,36.9768,1.3,1
20105,2873,2,3.6478,0.9115,4.5593,-0.4578,163320000.0,0.3501,5.6774,-6.8947,0.7000000000000001,2
20106,2873,3,5.08,1.2393,6.3193,-1.2386,190814900.0,0.5943,7.47,76.5626,0.63,3
20107,2873,4,2.0609,0.9044,2.9653,-0.2505,382997800.0,0.3805,4.0312,70.7598,0.6000065,4
20108,2873,5,3.2406,1.1175,4.3581,1.1416,443299652.0,0.40299999999999997,5.4493,10.1029,0.5400065000000001,5
20109,2873,6,1.124,0.5589,1.6829,-0.3225,882079304.0,0.0173,2.7383,-40.7504,0.525,6
20110,2873,7,1.12,0.5912,1.7112,0.0699,882079304.0,0.0522,2.7764,31.5357,0.01,7
20111,2874,1,1.8808,1.3733,3.2541,0.7231,228160000.0,0.4746,4.4391,11.1757,0.65,5
20112,2874,2,0.9215,1.0559,1.9774,-0.2972,342240000.0,0.2638,3.1241,-3.2827,0.475,6
20113,2874,3,0.6013,0.4674,1.0687,-0.292,410688000.0,-0.3292,2.1905,-27.0,0.15,7
20114,2874,4,0.6013,0.4982,1.0995,-0.0539,410688000.0,0.0339,2.2247,14.2959,0.0,8
20115,2874,5,0.6017,0.5344,1.1360999999999999,0.1196,410688000.0,0.0462,2.2763,-4.3749,0.05,9
20116,2874,6,0.6678,0.4851,1.1528999999999998,0.6097,416259000.0,0.0663,2.2430000000000003,14.3054,0.1,10
20117,2874,7,2.1246,0.40399999999999997,2.5286,-0.0825,509392331.0,0.0928,3.6071,19.4861,0.07500000000000001,11
20118,2875,1,6.8584,,6.8584,-0.48100000000000004,87333441.0,0.7461,7.8584,2888.5339,0.0,16
20119,2875,2,2.4984,0.2391,2.7375000000000003,0.5141,179509675.0,0.3942,3.7375,31.8653,0.0,17
20120,2875,3,2.4984,0.7113,3.2097,0.9552,179509675.0,0.4721,4.2096,13.8293,0.0,18
20121,2875,4,2.4984,0.8732,3.3716,-1.3294,179509675.0,0.162,4.3716,-16.6015,0.0,19
20122,2875,5,2.4984,1.1402,3.6386000000000003,0.2356,179509675.0,0.267,4.6386,-8.5806,0.0,20
20123,2875,6,2.4984,1.4377,3.9361,0.1959,179509675.0,0.2975,4.9361,5.9664,0.0,21
20124,2875,7,2.4984,1.7855,4.2839,-0.3141,179509675.0,0.3478,5.2838,7.9943,0.0,22
20125,2876,1,,,0.0,,,,,,0.0,-4
20126,2876,2,,,0.0,,,,,,0.0,-3
20127,2876,3,,,0.0,,75000000.0,,,,0.0,-2
20128,2876,4,,,0.0,,75000000.0,,,13.4668,0.0,-1
20129,2876,5,,,0.0,,75000000.0,,,-8.1753,0.0,0
20130,2876,6,3.4386,1.3352,4.7738,0.5235,100000000.0,0.6738,6.0872,-4.587,0.75,1
20131,2876,7,1.2193,0.6759999999999999,1.8953,-0.0128,200000000.0,0.2901,3.0838,19.9388,0.875,2
20132,2877,1,,,0.0,,,,,,0.0,-4
20133,2877,2,,,0.0,,,,,,0.0,-3
20134,2877,3,,,0.0,,189700000.0,,,,0.0,-2
20135,2877,4,,,0.0,,189700000.0,,,1.6253,0.0,-1
20136,2877,5,,,0.0,,379400000.0,,,-6.2556,0.0,0
20137,2877,6,0.3123,0.37799999999999995,0.6902999999999999,0.4875,421560000.0,0.2224,1.8456,-0.2532,0.02,1
20138,2877,7,0.3123,0.539,0.8513000000000001,-0.001,421560000.0,0.2226,2.0281,2.0348,0.05,2
20139,2878,1,0.5297,2.9545,3.4842,0.11,1167839226.0,0.7983,4.6527,34.641,0.0,12
20140,2878,2,0.5369,3.824,4.3609,1.1797,1167839226.0,0.8838,5.5432,5.9476,0.05,13
20141,2878,3,0.6829,4.732,5.4149,0.9314,1167839226.0,1.0356,6.6247,40.5986,0.11,14
20142,2878,4,0.9102,5.4219,6.3321,-0.1151,1167839226.0,0.8213,7.5492,18.9109,0.11,15
20143,2878,5,0.8962,5.6227,6.5189,-0.5974,1167839226.0,0.3008,7.7397,-6.1602,0.8200000000000001,16
20144,2878,6,0.7155,1.8437,2.5591999999999997,0.9329,3709788797.0,0.0913,3.636,68.4116,0.7775,17
20145,2878,7,0.7132,2.051,2.7642,0.8721,3709788797.0,0.1853,4.1702,-11.2872,0.0175,18
20146,2879,1,,,0.0,,,,,,0.0,-5
20147,2879,2,,,0.0,,,,,,0.0,-4
20148,2879,3,,,0.0,,60000000.0,,2.74,,0.0,-3
20149,2879,4,,,0.0,,60000000.0,,,46.3077,0.0,-2
20150,2879,5,,,0.0,,60000000.0,,,24.840999999999998,0.0,-1
20151,2879,6,0.9119,2.4435,3.3554,0.4471,60000000.0,0.8427,4.6225,14.6935,0.05,0
20152,2879,7,2.1915,2.1827,4.3742,1.6333,80000000.0,0.4922,5.6166,-3.843,0.07500000000000001,1
20153,2880,1,3.8756,0.956,4.8316,-1.6029,295000000.0,0.6029,5.9346,26.8477,0.4,2
20154,2880,2,3.8756,0.9041,4.7797,-0.1914,295000000.0,0.3676,5.9022,-0.1696,0.30000000000000004,3
20155,2880,3,3.8756,1.0551,4.9307,0.4944,295000000.0,0.3575,6.0597,27.4356,0.2,4
20156,2880,4,3.8766,1.0235,4.9001,-0.6892,295000000.0,0.1895,6.0502,-11.0808,0.62,5
20157,2880,5,2.1336,0.2838,2.4173999999999998,-0.0832,704553311.0,-0.128,3.4802,44.1173,0.52,6
20158,2880,6,2.1336,0.3489,2.4825,-0.0311,704553311.0,0.0687,3.5488,87.0933,0.005,7
20159,2880,7,2.1676,0.6102,2.7778,2.2999,716403311.0,0.2939,3.7854,-1.6827,0.02,8
20160,2881,1,1.9521,1.5158,3.4679,-0.1536,131326570.0,0.8342,4.7931,11.0318,0.0,16
20161,2881,2,1.9521,3.6491,5.6011999999999995,1.3402,131326570.0,2.2828,7.0759,36.0422,0.1,17
20162,2881,3,1.9967,5.4345,7.4312,1.2738,131326570.0,2.1617,9.0771,16.3257,0.30000000000000004,18
20163,2881,4,2.0157,7.2811,9.296800000000001,0.3949,131326570.0,2.4228,11.1189,10.4256,0.45,19
20164,2881,5,2.0074,9.1098,11.1172,2.5767,131326570.0,2.9277,13.5383,6.1789,0.65,20
20165,2881,6,11.5627,8.3598,19.9225,0.7008,170112265.0,2.8502,22.9251,20.6216,0.8,21
20166,2881,7,11.5635,11.4347,22.998199999999997,1.6059999999999999,170112265.0,3.8912,26.0172,41.5823,0.8,22
20167,2882,1,,,0.0,,,,,,0.0,-5
20168,2882,2,,,0.0,,,,,,0.0,-4
20169,2882,3,,,0.0,,,,,,0.0,-3
20170,2882,4,,,0.0,,313000000.0,,,,0.0,-2
20171,2882,5,,,0.0,,313000000.0,,,12.7993,0.0,-1
20172,2882,6,,,0.0,,313000000.0,,2.9292,16.7358,0.0,0
20173,2882,7,3.2728,1.3515,4.6243,0.7735,401800000.0,0.4497,5.8319,19.715999999999998,0.23,1
20174,2883,1,2.8841,2.5581,5.4422,-0.3943,45000000.0,1.2335,6.6579,28.6761,0.0,0
20175,2883,2,7.9713,2.8369999999999997,10.8083,0.1837,60000000.0,0.9637,12.0479,11.6137,0.5,1
20176,2883,3,4.9809,2.0357,7.0166,0.1529,90000000.0,0.5313,8.2522,-6.4429,0.9,2
20177,2883,4,3.2721,1.4949,4.7669999999999995,-0.0149,126000000.0,0.3884,6.0132,8.8593,0.9500000000000001,3
20178,2883,5,1.136,0.7125,1.8485,0.1962,252000000.0,0.0151,2.9794,-8.1043,0.555,4
20179,2883,6,1.136,0.721,1.8569999999999998,0.0739,252000000.0,0.0234,2.9981,20.6905,0.01,5
20180,2883,7,4.1064,0.9919,5.0983,0.5832,339619692.0,0.4714,6.2115,187.6704,0.0125,6
20181,2884,1,0.2797,1.9339,2.2136,-0.2086,471350000.0,0.5434,3.6639999999999997,10.8126,0.14,15
20182,2884,2,0.2797,2.2567,2.5364,0.1644,471350000.0,0.5092,4.0332,-7.7882,0.085,16
20183,2884,3,0.2797,2.4995,2.7792,-0.0303,471350000.0,0.3051,4.3083,-12.3554,0.035,17
20184,2884,4,0.2797,2.8523,3.132,-0.0501,471350000.0,0.4439,4.7122,15.1318,0.05,18
20185,2884,5,1.1916,3.2355,4.4271,0.8482,498200000.0,0.5937,5.9761,11.7264,0.37,19
20186,2884,6,0.4611,2.4621,2.9232,0.4215,747300000.0,0.4712,5.5631,0.2831,0.43500000000000005,20
20187,2884,7,0.6722,2.7732,3.4454000000000002,-0.4987,747300000.0,0.5541,5.5386,6.8633,0.215,21
20188,2885,1,,,0.0,,,,,,0.0,-4
20189,2885,2,,,0.0,,,,,,0.0,-3
20190,2885,3,,,0.0,,62500000.0,,,,0.0,-2
20191,2885,4,,,0.0,,62500000.0,,,65.2684,0.0,-1
20192,2885,5,,,0.0,,62500000.0,,,5.9546,0.0,0
20193,2885,6,11.6089,6.189,17.7979,6.1361,83340000.0,2.056,19.3313,-5.1161,0.568,1
20194,2885,7,6.0049,3.8293,9.8342,-2.9539999999999997,150012000.0,0.6372,11.1679,-23.1868,0.6429999999999999,2
20195,2886,1,0.8817,1.5165,2.3982,0.07,75000000.0,1.0839,3.5612,26.0112,0.0,0
20196,2886,2,5.4726,1.6604,7.133,5.3678,100000000.0,0.9117,8.3439,6.8808,0.15,1
20197,2886,3,5.4726,2.2078,7.680400000000001,-1.715,100000000.0,0.9393,8.9831,10.7017,0.25,2
20198,2886,4,2.2391,1.3234,3.5625,-0.7652,200000000.0,0.4111,4.7554,-0.777,0.2,3
20199,2886,5,2.2391,1.4409999999999998,3.6801,1.1631,200000000.0,0.3534,4.9088,0.1894,0.2,4
20200,2886,6,4.2181,1.5078,5.725899999999999,1.133,226829268.0,0.4852,6.9755,24.1271,1.55,5
20201,2886,7,0.4228,0.5132,0.9359999999999999,-0.4244,872291218.0,0.1619,1.96,19.7887,1.4649999999999999,6
20202,2887,1,,,0.0,,,,,,0.0,-5
20203,2887,2,,,0.0,,,,,,0.0,-4
20204,2887,3,,,0.0,,,,,,0.0,-3
20205,2887,4,,,0.0,,102000000.0,,,,0.0,-2
20206,2887,5,,,0.0,,102000000.0,,,28.389,0.0,-1
20207,2887,6,,,0.0,,102000000.0,,,13.8813,0.0,0
20208,2887,7,3.7072,1.8235,5.5306999999999995,-0.1614,138670000.0,0.5304,6.3164,12.6684,0.08,1
20209,2888,1,0.0,0.2062,0.2062,-0.7554,1503313349.0,0.1042,1.28,-1.3822,0.135,5
20210,2888,2,0.0009,0.0948,0.0957,-0.5514,1653644684.0,0.0426,1.2911,-21.0061,0.07500000000000001,6
20211,2888,3,0.0,0.1119,0.1119,-0.2795,1653644684.0,0.0451,1.3203,-7.2336,0.015,7
20212,2888,4,0.5169,0.1518,0.6687000000000001,0.8658,3530467026.0,0.1539,1.8134,178.6487,0.0325,8
20213,2888,5,0.5169,0.3239,0.8408,0.6155,3530467026.0,0.3209,2.0967,101.8433,0.065,9
20214,2888,6,0.4105,0.191,0.6014999999999999,0.1162,6816316370.0,0.098,1.7337,-34.2425,0.055,10
20215,2888,7,0.4105,0.1712,0.5817,-0.2775,6816316370.0,0.0171,1.7209,-27.5596,0.02,11
20216,2889,1,5.9032,1.5389,7.4421,5.7892,137820000.0,0.8725,8.7362,-1.4002,0.5,1
20217,2889,2,5.9032,1.7556,7.6588,-3.0349,137820000.0,0.7927,9.0296,-3.7207,0.9,2
20218,2889,3,2.4516,1.1365,3.5881,-0.3898,275640000.0,0.4497,4.8172,22.2656,0.74,3
20219,2889,4,2.4541,1.2727,3.7268,-0.3169,275640000.0,0.3502,4.9911,10.7122,0.18,4
20220,2889,5,4.7955,1.5413,6.336799999999999,1.2787,339871250.0,0.7587,7.6244,52.6056,0.24,5
20221,2889,6,7.1801,1.9482,9.1283,-0.4824,363653286.0,0.8763,10.585999999999999,13.2644,1.075,6
20222,2889,7,2.2721,1.0234,3.2955,0.147,909133215.0,0.4238,4.4683,32.9654,1.0015,7
20223,2890,1,0.2694,0.8959999999999999,1.1654,0.0843,351684100.0,0.252,2.3225,-11.9153,0.05,16
20224,2890,2,0.228,1.0983,1.3263,-0.0819,351684100.0,0.2661,2.4972,14.5967,0.035,17
20225,2890,3,0.203,1.2341,1.4371,-0.2512,351684100.0,0.1891,2.7235,-5.3212,0.035,18
20226,2890,4,1.0683,2.9699,4.0382,0.3225,351684100.0,0.7090000000000001,5.4386,142.3289,0.065,19
20227,2890,5,0.7072,1.9789,2.6861,0.3941,572646934.0,0.3984,3.9975,-0.777,0.09,20
20228,2890,6,0.7071,2.1726,2.8797,-0.2384,572646934.0,0.3363,4.1822,-2.5858,0.1,21
20229,2890,7,0.7085,2.2947,3.0032,3.2235,572646934.0,0.2594,4.3235,-7.4905,0.07500000000000001,22
20230,2891,1,0.3437,-0.6836,-0.3399,0.0085,863460000.0,-0.2049,0.8257,2.1418,0.0,15
20231,2891,2,0.3428,-0.644,-0.3012,-0.0188,863460000.0,0.0396,0.8643,8.1862,0.0,16
20232,2891,3,0.3428,-0.605,-0.2622,0.0188,863460000.0,0.039,0.9034,-4.7179,0.0,17
20233,2891,4,0.3428,-0.513,-0.17020000000000002,0.03,863460000.0,0.092,0.9969,8.4,0.0,18
20234,2891,5,0.3428,-0.4195,-0.07669999999999999,0.0359,863460000.0,0.0935,1.0916,4.6898,0.0,19
20235,2891,6,0.9294,-0.5329999999999999,0.3964000000000001,0.3809,863460000.0,-0.1013,1.5674,-19.217,0.0,20
20236,2891,7,0.532,-0.7825,-0.25049999999999994,0.1334,1289650962.0,-0.4257,0.8639,3.1676,0.0,21
20237,2892,1,1.5664,0.4721,2.0385,0.1613,195500000.0,0.2973,3.28,9.6016,0.12,8
20238,2892,2,1.5413,0.5276,2.0688999999999997,-0.0435,195500000.0,0.19399999999999998,3.33,-3.4525,0.12,9
20239,2892,3,1.6208,0.7144,2.3352,0.03,205500000.0,0.3573,3.4117,17.6144,0.385,10
20240,2892,4,1.9674,0.591,2.5584,0.0406,377215517.0,0.3271,3.6622,7.9345,0.385,11
20241,2892,5,2.166,0.8351,3.0011,0.0768,390765517.0,0.4104,3.9061,11.2173,0.16,12
20242,2892,6,3.3252,0.9631,4.2883000000000004,0.5282,425347649.0,0.4135,5.36,7.2161,0.2,13
20243,2892,7,3.5111,1.3776,4.8887,0.039,436347649.0,0.6878,5.8692,21.4939,0.49,14
20244,2893,1,9.4962,1.7348,11.231,8.5155,133400000.0,0.7139,12.411,-22.7284,0.3,1
20245,2893,2,9.4635,2.0469999999999997,11.5105,-1.1828,133400000.0,0.6635,12.7511,17.1439,0.44999999999999996,2
20246,2893,3,7.0668,1.5433,8.6101,-1.2316,173420000.0,0.2212,9.8271,-14.8179,0.6499999999999999,3
20247,2893,4,4.351,1.0564,5.4074,-0.1648,260130000.0,0.1757,6.5617,25.375999999999998,0.39999999999999997,4
20248,2893,5,5.3242,1.1046,6.428800000000001,-1.8455,281999473.0,0.2301,7.5707,57.8564,0.1,5
20249,2893,6,7.6207,1.2491,8.8698,0.0763,396570794.0,0.5597,9.9947,83.1696,1.1500000000000001,6
20250,2893,7,1.8752,0.5818,2.457,0.0684,1189712382.0,0.2394,3.5053,61.2012,1.1500000000000001,7
20251,2894,1,,,0.0,,,,,,0.0,-3
20252,2894,2,,,0.0,,51000000.0,,3.19,,0.0,-2
20253,2894,3,,,0.0,,51000000.0,,,-9.6876,0.0,-1
20254,2894,4,0.215,2.7958,3.0107999999999997,-0.0772,51000000.0,0.6295,4.3449,-27.5613,0.0,0
20255,2894,5,2.079,2.2811,4.3601,1.1440000000000001,68000000.0,0.3438,5.6427,-32.2386,0.55,1
20256,2894,6,0.5395,1.2589,1.7984,-0.9583,136000000.0,0.1877,2.9589999999999996,38.6829,0.5750000000000001,2
20257,2894,7,8.9347,1.2528,10.1875,0.5644,223191040.0,0.5202,11.2895,333.4664,0.08,3
20258,2895,1,2.0155,0.4015,2.417,-0.2172,163980000.0,0.0453,3.5741,63.9107,0.0,5
20259,2895,2,2.0155,0.4523,2.4678,0.0362,163980000.0,0.0509,3.6249,40.6487,0.0,6
20260,2895,3,2.0155,0.5171,2.5326,0.0568,163980000.0,0.0648,3.6897,21.9416,0.03,7
20261,2895,4,2.5662,0.7761,3.3423,0.1524,163980000.0,0.2644,4.5168,71.3073,0.735,8
20262,2895,5,,0.307,0.307,-0.4485,360756000.0,0.1978,1.3202,7.095,0.755,9
20263,2895,6,,0.3357,0.3357,0.0092,360756000.0,0.1353,1.3555,20.0293,0.05,10
20264,2895,7,0.0065,0.4875,0.494,0.3063,360756000.0,0.1581,1.5201,29.1022,0.0,11
20265,2896,1,1.1043,0.3073,1.4116,-1.0204,3857000000.0,0.1618,2.4176,42.04,0.025,2
20266,2896,2,1.1014,0.4931,1.5945,0.1786,3857000000.0,0.2168,2.6065,16.9949,0.0275,3
20267,2896,3,1.0994,0.7040000000000001,1.8034,0.0924,3857000000.0,0.2457,2.8341,0.8743,0.034,4
20268,2896,4,1.1115,0.9609,2.0724,0.3442,3857000000.0,0.3042,3.0934,-16.7555,0.041999999999999996,5
20269,2896,5,1.1122,1.2027,2.3149,-0.1862,3857000000.0,0.2988,3.3274,0.8827,0.046,6
20270,2896,6,1.1181,1.4571,2.5752,-0.0582,3857000000.0,0.317,3.6162,21.0262,0.047,7
20271,2896,7,1.8307,1.3943,3.225,-0.0715,4391629404.0,0.1719,4.2819,-6.3168,0.10900000000000001,8
20272,2897,1,0.1615,0.3652,0.5267000000000001,-0.0859,1285702520.0,0.0353,1.8025,7.8688,0.01,16
20273,2897,2,0.1602,0.2132,0.3734,0.3577,1285702520.0,-0.1411,1.6481,-13.7776,0.005,17
20274,2897,3,0.2104,-0.6509,-0.4405,-0.3032,1285702520.0,-0.8637,0.8386,-10.2122,0.0,18
20275,2897,4,0.2063,-0.6184,-0.4120999999999999,-0.2305,1285702520.0,0.0325,0.8712,-15.1957,0.0,19
20276,2897,5,0.2063,-0.67,-0.4637,-0.1929,1285702520.0,-0.0516,0.8154,-20.9139,0.0,20
20277,2897,6,0.2063,-1.1161,-0.9098,-0.0575,1285702520.0,-0.4461,0.3745,-13.6222,0.0,21
20278,2897,7,0.2166,-1.043,-0.8263999999999999,0.0487,1285702520.0,0.0731,0.5118,-0.2914,0.0,22
20279,2898,1,0.391,1.9357,2.3266999999999998,-0.7598,70000000.0,0.7934,3.5417,10.9766,0.0,-2
20280,2898,2,0.391,2.7328,3.1238,0.313,70000000.0,0.8857,4.4274,11.1688,0.0,-1
20281,2898,3,0.391,3.2521,3.6431,-0.5254,70000000.0,0.5783,5.0045,0.7515,0.2,0
20282,2898,4,2.8965,2.4327,5.3292,0.2118,93350000.0,0.4379,6.644,3.5266,0.8,1
20283,2898,5,1.1982,1.0718,2.27,-0.0583,186700000.0,0.2287,3.4507,20.4605,0.625,2
20284,2898,6,1.1982,1.0521,2.2503,0.1725,186700000.0,0.0353,3.4360000000000004,9.5961,0.025,3
20285,2898,7,1.2231,1.088,2.3111,-0.1009,186700000.0,0.0411,3.5023,28.1502,0.0,4
20286,2899,1,0.7142,1.9691,2.6833,-0.1883,742365000.0,0.6135,3.929,47.6558,0.02,6
20287,2899,2,0.7034,2.1858,2.8891999999999998,-0.2517,742365000.0,0.2791,4.1775,-26.9183,0.025,7
20288,2899,3,0.4489,2.2563,2.7052,0.0941,742365000.0,0.1718,4.4364,55.6776,0.02,8
20289,2899,4,0.4484,2.4714,2.9198,-0.2547,742365000.0,0.2588,4.6931,17.0572,0.0205,9
20290,2899,5,1.1571,2.4587,3.6158,0.2071,818588257.0,0.256,5.2146,-14.6894,0.0295535,10
20291,2899,6,2.1937,1.2979,3.4916,0.386,938666674.0,-0.8218,4.883,-23.1853,0.0140535,11
20292,2899,7,2.1659,1.3914,3.5573,0.1376,935444674.0,0.0984,4.9005,41.4324,0.0,12
20293,2900,1,-0.0514,2.9381,2.8867,0.3333,380700000.0,1.3747,4.2658,36.0234,0.2,8
20294,2900,2,-0.0213,3.8844,3.8630999999999998,0.2314,380700000.0,1.2635,5.3589,61.6992,0.325,9
20295,2900,3,0.0239,3.9984,4.0223,0.2235,456840000.0,1.2639,5.6161,15.3682,0.325,10
20296,2900,4,0.0162,5.1747,5.1909,0.18,456840000.0,1.5215,6.8907,6.9869,0.5,11
20297,2900,5,0.0108,3.6776,3.6884,0.9116,684900000.0,0.8396,5.2239,-6.9515,0.5,12
20298,2900,6,0.0109,4.0703,4.0812,-0.4349,684900000.0,0.6601,5.6892,-12.6844,0.2,13
20299,2900,7,0.0109,4.5699,4.5808,0.39,684900000.0,0.7791,6.2354,22.9964,0.35,14
20300,2901,1,0.9834,-0.4159,0.5675000000000001,0.1833,514402025.0,0.0673,1.6738,1.2602,0.0,12
20301,2901,2,1.1226,-0.3795,0.7431000000000001,0.0357,514402025.0,0.0364,1.8564,26.6576,0.0,13
20302,2901,3,1.1226,-0.9294,0.19320000000000004,-0.239,514402025.0,-0.55,1.3172,-20.9767,0.0,14
20303,2901,4,1.1226,-0.8923,0.23030000000000006,0.0547,514402025.0,0.0371,1.3518,6.3188,0.0,15
20304,2901,5,1.1226,-1.2368,-0.11419999999999986,0.0807,514402025.0,-0.3445,1.0078,-31.5881,0.0,16
20305,2901,6,1.1226,-1.1728,-0.05020000000000002,0.636,514402025.0,0.064,1.072,-31.4232,0.0,17
20306,2901,7,1.1226,-1.158,-0.035399999999999876,-0.593,514402025.0,0.0148,1.0871,-44.86600000000001,0.0,18
20307,2902,1,3.5444,0.4195,3.9638999999999998,1.6071,2345102751.0,0.1417,5.0882,34.8731,0.515,16
20308,2902,2,1.8386,0.5663,2.4049,0.3076,3520295539.0,0.2994,3.4903,1.2656,0.599695,17
20309,2902,3,0.9421,0.7193,1.6614,-0.3226,6786023347.0,0.4871,2.7203,18.7371,0.41525999999999996,18
20310,2902,4,0.9549,1.3794,2.3343,0.5021,6786023347.0,0.8252,3.4105,16.2962,0.21739499999999998,19
20311,2902,5,0.9533,1.8436,2.7969,-0.1847,6786023347.0,0.7998,3.9166,-5.0898,0.28429499999999996,20
20312,2902,6,0.9536,2.1033,3.0568999999999997,-0.2902,6786023347.0,0.5771,4.2264,-6.4224,0.24096499999999998,21
20313,2902,7,0.9536,2.3292,3.2828,0.1205,6786023347.0,0.4763,4.5027,8.1045,0.18434999999999999,22
20314,2903,1,,,0.0,,,,,,0.0,-5
20315,2903,2,,,0.0,,,,,,0.0,-4
20316,2903,3,,,0.0,,,,,,0.0,-3
20317,2903,4,,,0.0,,2100000.0,,,,0.0,-2
20318,2903,5,,,0.0,,360000000.0,,,12.6509,0.0,-1
20319,2903,6,,,0.0,,360000000.0,,1.2762,-3.1512,0.0,0
20320,2903,7,0.6072,0.3523,0.9595,-0.0565,423000000.0,0.2402,2.0285,-1.4024,0.04,1
20321,2904,1,3.3317,0.2927,3.6244,2.8784,695000000.0,0.1524,4.6691,0.6606,1.1,1
20322,2904,2,1.1659,-0.0957,1.0702,-0.4452,1390000000.0,-0.1921,2.0927,-17.6394,0.7000000000000001,2
20323,2904,3,0.6658,-0.0672,0.5985999999999999,-0.2756,1807000000.0,0.0065,1.6145,90.2125,0.2,3
20324,2904,4,0.5144,-0.0073,0.5071,-0.5107,1987700000.0,0.0538,1.5231,-8.2538,0.05,4
20325,2904,5,0.5235,-0.2492,0.2743,0.0896,1987700000.0,-0.2251,1.2971,-20.2669,0.0,5
20326,2904,6,0.5744,-1.1347,-0.5603,-0.0408,1987700000.0,-0.8855,0.475,72.8238,0.0,6
20327,2904,7,0.5982,-0.9421,-0.3439000000000001,-0.0762,1987700000.0,0.1926,0.6846,-43.5471,0.0,7
20328,2905,1,2.4525,1.0967,3.5492,0.7014,1005000000.0,0.8899,4.8286,53.3129,0.7,2
20329,2905,2,1.8771,1.2393,3.1164,-0.721,1005000000.0,1.2553,4.5175,10.1299,0.6499999999999999,3
20330,2905,3,2.0412,1.6375,3.6787,-1.9698,1008018000.0,1.5295,5.2094,11.71,0.6,4
20331,2905,4,2.0967,2.3458,4.4425,0.5164,1011466450.0,1.8119999999999998,5.9714,6.7806,0.6,5
20332,2905,5,3.8676,1.9525,5.8201,-0.5343,1314906385.0,1.3592,7.388999999999999,35.7037,0.4,6
20333,2905,6,3.5284,2.0968,5.6251999999999995,0.4856,1881927340.0,1.1609,7.11,16.3858,0.25,7
20334,2905,7,5.1085,2.7832,7.8917,1.3994,2151428516.0,1.32,9.2899,16.1273,0.5,8
20335,2906,1,2.4587,1.5283,3.987,1.3649,121200000.0,1.0273,5.16,,0.0,-2
20336,2906,2,2.476,2.6149,5.0908999999999995,-0.1911,121200000.0,1.1803,6.354,13.2933,0.0,-1
20337,2906,3,2.4835,3.6987,6.1822,-0.9677,121200000.0,1.1525,7.5139,19.6173,0.0,0
